policy_id,claim_date,peril,region,claim_amount,premium,loss_year
POL-253079,2024-05-20,water_damage,DE-NRW,,5000.0,2024
POL-648425,2023-10-26,flood,NL-ZH,2263.91,951.92,2023
POL-801803,2021-07-19,flood,DE-BAY,23537.12,2059.05,2021
POL-659539,2022-11-25,flood,BE-VLG,23479.12,4291.5,2022
POL-143278,2020-12-31,storm,DE-BAY,31213.88,899.86,2020
POL-321263,2024-04-16,flood,BE-VLG,970.4,1473.72,2024
POL-208974,2020-06-04,liability,DE-NRW,4726.25,1103.97,2020
POL-373342,2023-09-22,theft,DE-BAY,6715.31,822.69,2023
POL-650186,2022-07-23,storm,DE-BAY,48463.71,2711.27,2022
POL-038736,2023-10-15,liability,BE-VLG,13717.98,3128.59,2023
POL-016476,2022-04-03,water_damage,NL-NH,52282.49,5000.0,2022
POL-325071,2020-10-15,theft,BE-BRU,4092.34,1133.09,2020
POL-406490,2023-10-04,theft,BE-WAL,1454.32,1164.22,2023
POL-037824,2023-02-26,flood,BE-BRU,36809.28,5000.0,2023
POL-173239,2022-04-28,theft,BE-BRU,10266.29,733.14,2022
POL-327880,2021-11-11,storm,BE-VLG,14231.37,4366.0,2021
POL-593328,2021-09-20,flood,DE-BAY,,3085.56,2021
POL-640185,2022-05-29,water_damage,BE-VLG,15795.25,2143.81,2022
POL-137619,2021-04-23,fire,FR-IDF,17229.2,5000.0,2021
POL-059718,2021-05-30,storm,NL-ZH,13723.6,2193.33,2021
POL-135047,2021-05-23,storm,NL-NH,29859.99,5000.0,2021
POL-490461,2020-01-24,water_damage,NL-NH,34433.28,1301.96,2020
POL-689885,2024-08-22,liability,NL-NH,60843.44,5000.0,2024
POL-824452,2021-03-08,storm,BE-VLG,14597.15,5000.0,2021
POL-602815,2020-10-28,fire,NL-NH,102016.52,2596.01,2020
POL-363613,2020-10-03,theft,BE-BRU,2879.05,387.24,2020
POL-535505,2024-12-10,storm,NL-NH,41237.28,4884.23,2024
POL-420119,2022-05-21,fire,BE-WAL,14144.72,5000.0,2022
POL-024828,2021-08-20,storm,BE-BRU,11802.93,5000.0,2021
POL-652282,2022-01-07,theft,NL-ZH,7866.97,1723.72,2022
POL-624418,2020-06-10,theft,DE-NRW,,2392.98,2020
POL-211475,2021-07-27,liability,BE-VLG,124564.93,3983.83,2021
POL-252448,2021-03-30,fire,NL-NH,,3837.62,2021
POL-677978,2024-01-07,liability,FR-IDF,39759.97,1872.3,2024
POL-513619,2020-04-16,water_damage,DE-NRW,11398.52,5000.0,2020
POL-098619,2022-02-16,fire,BE-VLG,95968.84,5000.0,2022
POL-405557,2023-12-14,flood,BE-VLG,22319.3,960.33,2023
POL-550023,2024-03-02,fire,BE-VLG,3822.94,1493.96,2024
POL-112381,2022-07-25,liability,NL-ZH,5061.08,1316.98,2022
POL-323217,2021-02-10,storm,DE-NRW,93751.32,2188.85,2021
POL-718133,2021-09-07,water_damage,BE-VLG,51967.53,3354.85,2021
POL-100657,2021-02-10,theft,NL-ZH,61335.59,5000.0,2021
POL-194306,2023-04-24,flood,DE-BAY,16234.99,3623.8,2023
POL-377003,2021-06-18,fire,BE-VLG,4820.0,1345.18,2021
POL-725311,2023-02-26,theft,BE-BRU,1609.77,625.66,2023
POL-480734,2023-04-12,liability,BE-BRU,4925.93,539.73,2023
POL-864794,2024-09-13,water_damage,NL-NH,2296.7,714.18,2024
POL-900910,2021-11-07,flood,BE-VLG,218736.58,5000.0,2021
POL-171759,2024-10-22,storm,BE-WAL,6863.44,1173.44,2024
POL-330425,2022-01-02,theft,FR-IDF,6867.99,3120.51,2022
POL-659794,2023-05-28,storm,BE-WAL,6806.47,684.34,2023
POL-748367,2023-04-23,storm,BE-WAL,1646.85,779.63,2023
POL-093854,2024-02-03,storm,DE-BAY,1499.33,819.39,2024
POL-713955,2022-05-07,theft,FR-IDF,93226.69,5000.0,2022
POL-768267,2023-12-18,theft,NL-ZH,114613.46,5000.0,2023
POL-169214,2021-10-11,flood,DE-NRW,55975.32,2644.57,2021
POL-414772,2022-06-16,flood,BE-VLG,24883.21,5000.0,2022
POL-101391,2022-07-01,liability,BE-VLG,3132.99,720.0,2022
POL-754907,2023-07-11,water_damage,FR-IDF,63102.17,3203.35,2023
POL-859224,2023-02-03,liability,FR-IDF,13574.37,1808.0,2023
POL-165325,2020-05-22,theft,BE-WAL,25654.45,3376.91,2020
POL-072403,2024-01-18,flood,DE-NRW,19213.73,5000.0,2024
POL-739342,2023-10-16,storm,BE-WAL,34268.15,5000.0,2023
POL-622696,10/07/2020,flood,BE-BRU,43380.4,5000.0,2020
POL-998391,2024-10-23,fire,DE-BAY,11338.49,3841.43,2024
POL-340329,2023-04-22,fire,NL-ZH,47195.61,5000.0,2023
POL-265831,2020-06-04,storm,BE-BRU,9477.84,1633.06,2020
POL-859613,2022-06-16,theft,NL-NH,45483.04,536.65,2022
POL-556927,2024-03-07,water_damage,NL-ZH,46903.42,5000.0,2024
POL-615346,2021-05-26,theft,BE-WAL,,3126.61,2021
POL-499765,2024-08-31,storm,BE-BRU,14098.69,5000.0,2024
POL-073261,2022-02-03,storm,FR-IDF,1013.91,200.0,2022
POL-324025,2021-02-17,water_damage,FR-IDF,2131.36,2597.85,2021
POL-474680,2021-10-13,flood,DE-NRW,14546.78,5000.0,2021
POL-183240,2022-08-16,flood,DE-BAY,11424.56,5000.0,2022
POL-778304,2023-06-11,flood,FR-IDF,9863.04,750.9,2023
POL-206932,2024-08-22,theft,DE-NRW,29707.85,698.25,2024
POL-017858,2020-12-22,flood,NL-ZH,8577.4,819.77,2020
POL-637154,2024-10-20,storm,NL-NH,3324.72,1139.09,2024
POL-100460,2022-08-22,theft,NL-ZH,2131.95,1409.07,2022
POL-713496,2020-08-21,water_damage,BE-WAL,1835.97,496.0,2020
POL-365642,2024-08-19,storm,BE-VLG,4696.2,2353.05,2024
POL-886132,2021-09-29,storm,FR-IDF,5507.03,1047.01,2021
POL-193031,2023-02-07,storm,NL-NH,,1992.02,2023
POL-175790,2023-06-29,fire,BE-BRU,16551.79,2417.98,2023
POL-648424,2020-01-25,fire,FR-IDF,3965.11,397.87,2020
POL-865019,2021-02-08,theft,DE-NRW,36919.66,2953.22,2021
POL-763472,2023-06-08,water_damage,NL-ZH,35306.97,3615.48,2023
POL-335519,2021-08-16,fire,FR-IDF,8003.52,1087.39,2021
POL-164588,2020-01-18,theft,DE-NRW,62666.62,3241.86,2020
POL-236661,2020-02-12,storm,BE-BRU,46874.12,5000.0,2020
POL-684239,2024-02-18,theft,DE-BAY,9303.78,484.23,2024
POL-761369,2020-10-07,water_damage,BE-VLG,12773.18,5000.0,2020
POL-261450,2020-07-02,water_damage,DE-NRW,8882.4,5000.0,2020
POL-418326,2022-10-24,fire,BE-VLG,25981.47,2585.84,2022
POL-539698,2020-08-05,liability,BE-WAL,857.36,720.85,2020
POL-456566,2023-04-08,flood,DE-NRW,42145.18,5000.0,2023
POL-528677,2022-09-21,theft,BE-VLG,2426.34,2146.45,2022
POL-536157,2023-03-31,water_damage,FR-IDF,6214.03,1475.87,2023
POL-722351,2022-06-17,fire,BE-VLG,168163.55,5000.0,2022
POL-102790,2023-11-23,water_damage,BE-BRU,9215.79,3166.01,2023
POL-481959,2023-03-23,water_damage,BE-BRU,21080.63,1819.82,2023
POL-400716,2022-01-28,storm,DE-NRW,23036.39,1475.08,2022
POL-469722,2020-01-29,theft,NL-NH,21498.45,1255.73,2020
POL-438804,2021-05-14,flood,NL-NH,,688.36,2021
POL-985636,2020-08-28,theft,DE-NRW,23940.85,2387.89,2020
POL-007389,2020-01-29,flood,NL-NH,12897.43,2546.28,2020
POL-624892,2021-05-14,fire,FR-IDF,1734.21,401.85,2021
POL-817270,2021-01-12,fire,BE-BRU,3475.46,657.57,2021
POL-011013,2020-05-20,,BE-VLG,11512.51,869.09,2020
POL-720160,2021-07-24,fire,DE-NRW,26190.86,5000.0,2021
POL-704984,2022-07-14,theft,FR-IDF,26675.45,3941.44,2022
POL-603314,2020-11-21,storm,DE-BAY,17467.81,3902.68,2020
POL-162944,2021-05-13,flood,BE-WAL,14003.73,1757.86,2021
POL-739213,2020-02-06,theft,DE-NRW,11934.57,1633.06,2020
POL-182865,2020-04-02,fire,BE-VLG,20635.15,2906.51,2020
POL-374092,2020-10-14,fire,NL-NH,4343.37,404.42,2020
POL-210100,2022-04-07,flood,DE-NRW,,2255.72,2022
POL-406767,2023-05-01,flood,NL-NH,40422.04,3285.69,2023
POL-803729,2023-12-11,theft,DE-NRW,15691.47,818.51,2023
POL-914489,2023-02-24,flood,NL-ZH,4213.45,782.65,2023
POL-276970,2023-01-31,theft,DE-NRW,4135.41,842.46,2023
POL-789171,2024-09-05,storm,BE-VLG,64145.41,2861.67,2024
POL-965030,2021-04-12,storm,NL-ZH,11569.78,5000.0,2021
POL-411253,2023-12-29,theft,DE-BAY,2405.27,2041.04,2023
POL-961080,2024-09-07,water_damage,NL-NH,4041.86,995.54,2024
POL-891895,2022-11-03,storm,NL-NH,1805.87,1005.97,2022
POL-896971,2024-03-15,liability,FR-IDF,1877.97,593.47,2024
POL-874823,2020-09-08,theft,BE-VLG,19069.76,2629.29,2020
POL-369663,2024-05-24,fire,BE-BRU,6648.41,2766.15,2024
POL-941355,2022-10-27,theft,NL-NH,3066.51,449.43,2022
POL-330152,2021-02-08,liability,DE-NRW,59033.24,3532.13,2021
POL-600662,2020-04-22,water_damage,FR-IDF,9455.13,1969.66,2020
POL-006663,2023-08-08,water_damage,DE-NRW,13775.9,999.28,2023
POL-453235,2022-02-26,fire,DE-NRW,32435.28,4778.92,2022
POL-698084,2021-07-20,water_damage,BE-VLG,2202.14,2112.0,2021
POL-291398,2021-12-14,storm,NL-ZH,2843.48,1730.46,2021
POL-926865,2024-12-15,storm,DE-BAY,13707.67,4214.39,2024
POL-367255,2022-02-20,water_damage,NL-NH,500.0,200.0,2022
POL-770099,2020-05-23,theft,DE-NRW,153107.27,5000.0,2020
POL-699663,2021-05-26,theft,FR-IDF,21069.33,5000.0,2021
POL-384140,2020-09-22,water_damage,FR-IDF,11578.14,891.37,2020
POL-176849,2023-06-07,fire,BE-BRU,23545.69,1109.27,2023
POL-617436,2024-01-02,storm,BE-BRU,29241.34,3531.14,2024
POL-177695,2024-03-16,storm,BE-BRU,19792.96,2442.01,2024
POL-509161,2023-03-02,water_damage,BE-WAL,35622.5,5000.0,2023
POL-061701,2023-11-05,flood,DE-BAY,53988.54,5000.0,2023
POL-751383,2022-02-01,storm,NL-ZH,107543.69,5000.0,2022
POL-391200,2023-02-20,fire,NL-NH,4878.53,1085.69,2023
POL-749627,2020-07-14,storm,DE-BAY,2977.01,776.27,2020
POL-711345,2022-09-10,theft,BE-VLG,2969.42,431.86,2022
POL-611218,2022-10-15,liability,FR-IDF,17100.3,1631.72,2022
POL-238316,2020-02-26,storm,BE-VLG,1471.57,243.88,2020
POL-333151,2022-09-28,liability,BE-WAL,2472.5,753.84,2022
POL-935573,2023-08-13,liability,DE-NRW,25069.37,2056.04,2023
POL-274974,2021-11-02,theft,DE-NRW,7425.3,2424.88,2021
POL-145783,2022-09-22,liability,BE-VLG,11182.08,4479.51,2022
POL-425599,2021-06-06,,BE-BRU,90596.6,5000.0,2021
POL-458347,2021-05-09,storm,DE-BAY,44653.1,5000.0,2021
POL-358904,2020-08-24,fire,DE-BAY,17668.53,5000.0,2020
POL-759803,2021-08-21,theft,DE-NRW,3753.13,1161.3,2021
POL-631935,2024-01-07,theft,BE-BRU,,5000.0,2024
POL-084366,2024-09-05,fire,DE-NRW,4609.36,2156.31,2024
POL-070764,2023-03-07,storm,BE-WAL,9499.35,1259.67,2023
POL-093578,2023-02-14,liability,BE-WAL,4295.42,805.79,2023
POL-363987,2023-01-26,fire,NL-ZH,14315.99,1238.7,2023
POL-861613,2022-05-19,liability,DE-NRW,8871.14,1841.5,2022
POL-178518,2022-02-11,theft,NL-NH,4236.11,403.12,2022
POL-728981,2023-02-08,storm,BE-BRU,2842.09,814.39,2023
POL-429085,2023-12-04,flood,NL-ZH,89670.0,791.71,2023
POL-286306,2022-01-25,fire,NL-ZH,5419.78,3788.02,2022
POL-927529,2022-10-30,fire,FR-IDF,45163.24,4095.48,2022
POL-389256,2022-05-09,theft,NL-NH,10977.4,5000.0,2022
POL-566674,2021-06-05,storm,NL-ZH,14232.85,2314.15,2021
POL-399663,2021-06-14,liability,DE-NRW,14485.63,2115.11,2021
POL-176310,2020-05-23,fire,BE-VLG,8887.76,765.48,2020
POL-600674,2022-03-14,liability,BE-BRU,12521.51,1873.58,2022
POL-712624,2023-07-25,theft,DE-BAY,24486.45,5000.0,2023
POL-057906,2023-06-06,storm,DE-BAY,2730.51,1141.64,2023
POL-293761,2024-12-05,flood,DE-NRW,10077.79,4696.6,2024
POL-689083,2020-03-13,storm,BE-VLG,13072.28,2306.53,2020
POL-472993,2023-10-21,liability,NL-NH,27777.88,5000.0,2023
POL-710205,2023-12-23,liability,BE-BRU,7668.96,3222.01,2023
POL-205594,2022-03-08,theft,DE-BAY,9864.47,1052.66,2022
POL-204430,2021-06-01,fire,BE-VLG,32192.85,5000.0,2021
POL-319102,2021-10-14,flood,NL-ZH,1806.67,1820.12,2021
POL-344084,2023-06-01,storm,NL-NH,48498.2,867.64,2023
POL-796084,2024-04-24,liability,NL-NH,4539.88,730.56,2024
POL-942231,2023-03-20,liability,BE-BRU,44776.56,1171.1,2023
POL-828283,2022-07-28,liability,NL-ZH,56945.24,5000.0,2022
POL-738514,2023-04-07,fire,NL-NH,8282.9,2887.28,2023
POL-046115,2020-05-08,theft,BE-VLG,41957.53,3777.52,2020
POL-683685,2023-01-16,liability,DE-BAY,8173.43,1602.41,2023
POL-405140,2020-03-17,flood,FR-IDF,5316.24,1655.92,2020
POL-128606,2024-10-18,water_damage,FR-IDF,20180.24,3683.13,2024
POL-835753,2024-06-12,fire,DE-NRW,36316.97,5000.0,2024
POL-722213,2022-07-17,storm,DE-BAY,3996.11,975.46,2022
POL-642386,2021-11-14,theft,DE-NRW,1575.7,773.13,2021
POL-262547,2023-08-30,storm,DE-BAY,16262.25,4148.26,2023
POL-405076,2023-03-10,storm,NL-NH,91745.9,5000.0,2023
POL-707243,2023-07-12,theft,BE-VLG,12439.27,2430.19,2023
POL-612210,2022-07-30,theft,DE-BAY,60460.72,5000.0,2022
POL-904704,2021-03-07,water_damage,NL-ZH,48002.34,4494.31,2021
POL-462748,2020-05-13,liability,DE-NRW,37513.46,3248.87,2020
POL-687191,2021-06-01,fire,FR-IDF,10611.43,5000.0,2021
POL-051835,2022-08-24,storm,BE-WAL,5893.98,1616.22,2022
POL-678147,2022-02-13,theft,FR-IDF,15291.23,5000.0,2022
POL-708548,2022-07-14,flood,BE-BRU,3233.79,840.03,2022
POL-021895,2021-05-22,storm,BE-VLG,35421.92,1724.85,2021
POL-076512,2024-09-09,water_damage,NL-NH,8056.4,570.5,2024
POL-001869,2021-11-01,fire,FR-IDF,10786.82,1564.67,2021
POL-260462,2024-03-25,theft,FR-IDF,10334.5,396.67,2024
POL-099874,2021-12-15,flood,NL-NH,5108.91,3905.27,2021
POL-176429,2022-03-21,water_damage,NL-ZH,6777.92,1355.42,2022
POL-525706,2023-01-08,storm,NL-NH,20477.8,3292.11,2023
POL-319665,2021-04-25,water_damage,DE-NRW,3313.68,494.15,2021
POL-940346,2021-02-05,fire,DE-NRW,3477.76,351.19,2021
POL-401110,2021-11-23,fire,BE-VLG,4601.66,539.04,2021
POL-864766,2024-01-09,liability,BE-BRU,14030.63,5000.0,2024
POL-215168,2020-09-21,flood,BE-BRU,1874.21,1628.36,2020
POL-361226,2022-03-10,fire,FR-IDF,5480.37,1279.14,2022
POL-569835,2023-05-12,flood,DE-BAY,799.0,200.0,2023
POL-808299,2023-07-14,storm,BE-VLG,,2424.22,2023
POL-229574,2022-03-04,storm,DE-BAY,7848.93,4434.84,2022
POL-341804,2020-05-28,storm,NL-NH,18881.35,5000.0,2020
POL-731184,2020-01-30,fire,NL-ZH,14543.91,5000.0,2020
POL-559838,2022-05-08,storm,NL-ZH,12724.98,2946.78,2022
POL-336330,2024-01-19,theft,DE-BAY,6586.59,835.79,2024
POL-233755,2020-02-21,theft,BE-WAL,54101.36,5000.0,2020
POL-633886,2024-06-09,liability,FR-IDF,7395.44,920.57,2024
POL-829451,2023-05-19,storm,DE-NRW,2261.66,2297.14,2023
POL-252469,2020-01-15,fire,BE-BRU,68742.65,5000.0,2020
POL-356449,2021-09-19,storm,DE-BAY,4503.4,1084.21,2021
POL-797921,2021-02-06,UNKNOWN,NL-ZH,9279.26,3363.8,2021
POL-213777,2024-09-30,liability,NL-NH,42268.71,5000.0,2024
POL-862021,2022-10-10,water_damage,BE-VLG,5964.2,566.81,2022
POL-284149,2021-08-15,storm,NL-ZH,49919.77,5000.0,2021
POL-538068,2021-05-22,liability,DE-BAY,15187.97,2868.74,2021
POL-229665,2022-10-27,,BE-BRU,24255.53,2147.9,2022
POL-442300,2020-01-10,liability,NL-NH,17465.59,902.11,2020
POL-359439,2021-04-15,storm,NL-ZH,9708.97,2588.15,2021
POL-879910,2020-10-29,water_damage,BE-VLG,85781.95,5000.0,2020
POL-687310,2023-02-06,storm,FR-IDF,32803.08,5000.0,2023
POL-575657,2023-05-07,storm,DE-BAY,1621.96,365.74,2023
POL-010961,2022-05-03,storm,DE-BAY,7627.72,4336.37,2022
POL-187216,2020-09-12,storm,NL-NH,,5000.0,2020
POL-416569,2021-11-08,flood,BE-BRU,766.56,350.26,2021
POL-381267,2024-03-19,theft,FR-IDF,4891.86,2946.24,2024
POL-746288,2021-01-07,liability,BE-BRU,47643.55,1528.8,2021
POL-622216,2020-10-25,liability,DE-NRW,19344.08,5000.0,2020
POL-788607,2020-07-22,liability,BE-VLG,7024.23,1394.88,2020
POL-723222,2024-02-01,water_damage,DE-BAY,31181.74,1964.36,2024
POL-666712,2020-08-07,storm,NL-NH,180321.88,5000.0,2020
POL-587911,2022-11-28,storm,NL-NH,4316.0,1348.65,2022
POL-914894,2024-12-30,storm,FR-IDF,3046.29,507.95,2024
POL-601855,2023-03-18,storm,FR-IDF,105160.13,5000.0,2023
POL-817926,2022-01-23,storm,BE-BRU,44793.47,5000.0,2022
POL-103583,2021-01-12,flood,DE-NRW,9441.5,2096.14,2021
POL-850954,2020-01-04,storm,BE-BRU,14299.32,1001.59,2020
POL-514801,2020-10-11,flood,NL-ZH,36850.07,5000.0,2020
POL-502974,2024-10-07,storm,DE-NRW,36919.22,5000.0,2024
POL-318233,2020-09-19,fire,BE-WAL,40021.97,5000.0,2020
POL-409034,2020-02-06,liability,DE-BAY,5001.56,1266.97,2020
POL-543594,2024-01-30,theft,NL-ZH,9714.05,1383.07,2024
POL-658467,2022-02-03,storm,NL-NH,138115.96,5000.0,2022
POL-758303,2021-10-14,storm,DE-NRW,29240.77,4109.95,2021
POL-891501,2023-08-03,fire,DE-BAY,99175.29,5000.0,2023
POL-494180,2022-08-13,fire,DE-NRW,16921.33,3699.72,2022
POL-550897,2024-07-28,water_damage,BE-BRU,7256.0,406.79,2024
POL-032007,2022-05-04,flood,BE-VLG,4278.82,1740.66,2022
POL-659619,2023-07-26,storm,NL-ZH,8127.87,1225.39,2023
POL-538838,2024-05-24,storm,DE-NRW,57993.9,2109.93,2024
POL-723840,2022-04-27,storm,DE-NRW,15193.37,817.76,2022
POL-389032,2021-06-03,fire,NL-NH,2337.17,485.46,2021
POL-998194,2024-11-15,storm,DE-NRW,4122.45,283.14,2024
POL-924871,2021-02-18,water_damage,DE-NRW,221284.17,5000.0,2021
POL-463465,2020-03-12,theft,NL-ZH,4868.89,3379.86,2020
POL-237972,2022-11-22,storm,BE-VLG,18357.94,2711.77,2022
POL-763729,2024-12-08,flood,NL-ZH,39021.65,1404.41,2024
POL-365320,2020-06-06,water_damage,BE-WAL,9209.91,804.33,2020
POL-899062,2024-03-31,flood,BE-WAL,772.48,3067.26,2024
POL-754904,2024-02-26,theft,DE-NRW,3055.35,1190.74,2024
POL-133853,2024-08-24,flood,FR-IDF,4272.78,1481.42,2024
POL-907762,2022-02-09,water_damage,DE-BAY,2410.24,929.84,2022
POL-103628,2021-04-10,liability,BE-WAL,74005.02,1371.51,2021
POL-490580,2022-07-24,flood,BE-VLG,34875.79,970.09,2022
POL-825789,2020-09-17,flood,BE-BRU,59186.41,2122.9,2020
POL-694364,2024-03-19,water_damage,BE-BRU,4554.21,723.39,2024
POL-745741,2023-04-26,fire,BE-BRU,10048.53,893.73,2023
POL-796607,2022-06-02,liability,DE-BAY,45644.74,4016.93,2022
POL-331442,2022-07-31,liability,BE-VLG,1601.18,1586.09,2022
POL-985069,2023-07-25,storm,BE-BRU,121845.22,5000.0,2023
POL-564897,2022-08-13,storm,FR-IDF,53322.74,3206.94,2022
POL-271554,2024-03-14,storm,DE-BAY,22044.36,2509.25,2024
POL-469531,2024-08-16,fire,NL-ZH,6330.62,2019.78,2024
POL-962912,2024-10-01,theft,NL-ZH,2720.4,1129.72,2024
POL-466613,2023-02-06,fire,FR-IDF,29908.73,3749.91,2023
POL-280017,2023-09-18,theft,NL-ZH,83007.94,5000.0,2023
POL-936338,2021-07-22,liability,BE-BRU,20840.57,5000.0,2021
POL-544380,2020-03-10,liability,NL-ZH,28889.41,5000.0,2020
POL-732603,2021-12-31,water_damage,NL-NH,29839.81,3684.98,2021
POL-471915,2024-05-11,water_damage,FR-IDF,16544.19,5000.0,2024
POL-926245,2020-08-31,theft,NL-NH,24432.12,328.28,2020
POL-057177,2022-09-24,storm,DE-NRW,84109.27,5000.0,2022
POL-550948,2020-12-17,storm,DE-NRW,26587.24,5000.0,2020
POL-879461,2022-02-23,water_damage,BE-BRU,15796.18,1049.33,2022
POL-285546,2020-09-18,fire,FR-IDF,5131.07,3376.29,2020
POL-491451,2023-09-04,liability,NL-NH,36155.97,703.23,2023
POL-313900,2024-01-20,theft,DE-NRW,14834.86,556.78,2024
POL-366420,2023-10-17,theft,NL-ZH,15124.28,2541.15,2023
POL-605166,2023-07-11,liability,NL-NH,26176.25,426.88,2023
POL-370005,2021-03-05,flood,BE-VLG,,2308.07,2021
POL-324000,2022-08-26,fire,BE-VLG,21256.88,5000.0,2022
POL-011713,2020-07-10,storm,DE-BAY,16899.78,2554.7,2020
POL-889007,2021-11-14,fire,BE-BRU,8784.69,1008.43,2021
POL-190950,2022-07-13,theft,BE-VLG,38780.04,5000.0,2022
POL-312503,2023-05-06,liability,NL-NH,598.76,200.0,2023
POL-469809,2020-06-25,liability,BE-VLG,27086.36,4731.61,2020
POL-230874,2024-01-25,storm,NL-ZH,3931.96,1128.32,2024
POL-857352,2022-04-18,water_damage,BE-WAL,53136.32,1409.85,2022
POL-195361,2024-05-29,theft,BE-VLG,1482.01,480.18,2024
POL-418481,2022-08-21,flood,DE-BAY,7062.16,1623.96,2022
POL-387530,2022-09-26,flood,BE-VLG,21629.76,3651.93,2022
POL-127905,2023-06-19,liability,BE-VLG,11319.77,5000.0,2023
POL-913760,2024-02-06,theft,BE-VLG,5686.76,1161.44,2024
POL-696908,2020-10-14,water_damage,BE-VLG,49876.54,3611.36,2020
POL-296129,2022-07-23,liability,BE-BRU,2750.66,582.18,2022
POL-114354,2020-02-24,theft,DE-BAY,15061.56,1378.75,2020
POL-161000,2022-05-16,storm,NL-ZH,6288.51,5000.0,2022
POL-281274,2024-01-26,storm,BE-BRU,33508.01,5000.0,2024
POL-478251,2024-04-30,storm,NL-NH,6679.91,476.12,2024
POL-540960,2021-06-01,UNKNOWN,DE-NRW,13454.16,2736.75,2021
POL-824053,2021-12-06,flood,NL-NH,9280.81,1261.22,2021
POL-348136,2022-10-04,liability,FR-IDF,12376.76,2498.29,2022
POL-978936,2021-12-24,fire,BE-VLG,15988.83,331.79,2021
POL-090749,2020-11-21,liability,NL-ZH,14037.62,615.22,2020
POL-293283,2021-07-11,storm,NL-NH,12439.07,1895.08,2021
POL-523447,2022-01-08,liability,NL-ZH,5780.95,2514.02,2022
POL-169432,2022-08-05,fire,NL-NH,17694.25,2394.88,2022
POL-472858,2024-08-09,fire,NL-ZH,3250.36,390.58,2024
POL-717143,2022-09-22,storm,FR-IDF,20938.06,4237.2,2022
POL-927618,2021-12-08,flood,BE-WAL,13113.38,1800.65,2021
POL-772436,2023-04-21,liability,DE-BAY,909.37,410.28,2023
POL-617711,2023-11-13,storm,BE-VLG,16843.2,1279.15,2023
POL-333892,2022-02-25,flood,BE-WAL,102528.94,5000.0,2022
POL-829191,2022-06-12,storm,NL-ZH,11873.32,1708.71,2022
POL-273234,2021-02-01,fire,DE-BAY,16578.82,5000.0,2021
POL-897597,2024-04-28,storm,FR-IDF,5667.45,1122.92,2024
POL-876391,2024-05-02,fire,DE-BAY,230509.63,2688.67,2024
POL-072651,2020-11-15,flood,DE-BAY,197408.75,5000.0,2020
POL-266069,2021-09-24,flood,NL-NH,107061.73,5000.0,2021
POL-640981,2021-05-11,water_damage,BE-VLG,165879.91,2793.57,2021
POL-075682,2024-08-13,liability,DE-BAY,4640.07,2918.38,2024
POL-361034,2020-04-29,storm,BE-WAL,2912.74,693.54,2020
POL-740738,2021-01-13,liability,DE-NRW,402100.31,5000.0,2021
POL-460886,2021-07-29,storm,DE-NRW,11013.79,2481.76,2021
POL-718309,2022-10-20,liability,BE-BRU,4943.96,747.56,2022
POL-500522,2021-03-30,theft,BE-BRU,23304.44,2065.76,2021
POL-042763,2022-09-07,storm,NL-NH,3492.84,4207.15,2022
POL-516658,2023-09-27,flood,BE-VLG,18348.59,5000.0,2023
POL-531134,2024-02-22,water_damage,BE-VLG,4957.71,1652.91,2024
POL-761300,2020-06-29,water_damage,NL-NH,39605.94,5000.0,2020
POL-385889,2020-09-10,fire,DE-NRW,4685.44,2677.92,2020
POL-229172,2020-06-22,water_damage,BE-VLG,3222.1,2585.71,2020
POL-503923,2024-07-20,flood,FR-IDF,4325.33,4501.65,2024
POL-195295,2023-04-06,storm,NL-ZH,19999.0,5000.0,2023
POL-743767,2022-08-28,storm,DE-NRW,6367.38,5000.0,2022
POL-898324,2023-12-15,flood,BE-VLG,38379.77,2893.73,2023
POL-272815,2022-12-06,fire,BE-VLG,12855.08,1405.86,2022
POL-581384,2021-03-06,storm,BE-WAL,27914.01,5000.0,2021
POL-595173,2022-07-21,theft,DE-NRW,4302.24,1623.69,2022
POL-606210,2023-07-08,theft,DE-NRW,10972.09,1610.39,2023
POL-353184,2020-03-06,storm,BE-VLG,12901.01,1475.43,2020
POL-583580,2023-01-12,flood,NL-NH,5057.69,1951.24,2023
POL-375317,2022-06-27,fire,NL-NH,7352.5,949.5,2022
POL-582589,2020-05-06,water_damage,BE-WAL,21591.39,1471.05,2020
POL-707613,2021-04-26,storm,FR-IDF,1744.96,855.66,2021
POL-313683,2022-03-30,storm,DE-BAY,7801.23,2061.41,2022
POL-648621,2021-09-18,theft,NL-NH,11497.98,2770.24,2021
POL-335881,2021-06-13,water_damage,BE-BRU,2819.09,473.85,2021
POL-971412,2023-03-31,flood,BE-BRU,1117.4,330.92,2023
POL-254886,2022-01-08,flood,NL-ZH,12140.44,4489.19,2022
POL-104324,2022-06-28,theft,DE-BAY,4022.17,1210.84,2022
POL-509298,2023-12-29,storm,NL-ZH,1704.89,3070.75,2023
POL-286600,2020-06-19,flood,DE-NRW,4884.39,1479.17,2020
POL-385793,2021-10-19,theft,DE-NRW,17999.91,2244.33,2021
POL-192426,2020-05-13,liability,DE-NRW,21381.02,816.28,2020
POL-210166,2024-08-21,liability,NL-ZH,9973.76,932.99,2024
POL-945742,05/12/2020,flood,DE-NRW,51829.95,2299.02,2020
POL-643334,2024-02-06,storm,BE-WAL,29798.54,4290.76,2024
